hash_family;0
hash_number;10
area_number;255
bit_mapping;20
cells_number;1048576
cell_size;1
byte_size;1048576
members;65280
collisions;167200
sparsity;0.53689575
a-priori fpp;0.00045692
fpp;0.00045372
a-priori safeness probability;0.03131089
area;members;expected cells;self-collisions;cells;expected emersion;emersion;a-priori fpp;fpp;a-priori isep;expected ise;isep;a-priori safep
220;248;2273;5;2274;0.91747826;0.91878790;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000
221;249;2287;8;2263;0.91965955;0.91176468;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000
222;247;2274;3;2257;0.92182845;0.91487634;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000
223;273;2520;1;2503;0.92423159;0.91718578;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000
224;263;2434;3;2422;0.92655259;0.92196423;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000
225;244;2263;0;2290;0.92871118;0.93852460;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000
226;234;2176;5;2173;0.93078601;0.93062097;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000
227;251;2339;3;2356;0.93301672;0.93976867;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000
228;257;2401;4;2380;0.93530631;0.92751366;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000
229;259;2425;2;2421;0.93761939;0.93547142;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000
230;264;2478;0;2467;0.93998301;0.93446970;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000
231;240;2259;5;2264;0.94213688;0.94530272;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000
232;261;2462;6;2461;0.94448489;0.94508451;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000
233;296;2800;5;2809;0.94715482;0.95059222;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000
234;291;2760;4;2768;0.94978702;0.95251203;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000
235;287;2730;4;2737;0.95239019;0.95498955;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000
236;224;2136;1;2135;0.95442688;0.95355070;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000
237;262;2504;4;2498;0.95681465;0.95489299;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000
238;283;2711;4;2698;0.95940048;0.95470631;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000
239;260;2498;2;2499;0.96178228;0.96189374;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000
240;275;2648;2;2647;0.96430796;0.96324599;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000
241;269;2597;5;2579;0.96678501;0.96052140;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000
242;257;2488;1;2471;0.96915746;0.96185285;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000
243;241;2338;2;2350;0.97138745;0.97591364;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000
244;270;2626;6;2633;0.97389191;0.97735709;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000
245;259;2525;5;2532;0.97630042;0.97949708;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000
246;271;2649;5;2651;0.97882688;0.98003697;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000
247;265;2597;1;2598;0.98130375;0.98074746;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000
248;248;2437;3;2440;0.98362738;0.98506260;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000
249;244;2403;6;2405;0.98591894;0.98808545;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000
250;230;2270;2;2264;0.98808390;0.98520452;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000
251;267;2642;3;2649;0.99060303;0.99325085;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000
252;257;2549;3;2555;0.99303395;0.99532527;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000
253;237;2356;2;2352;0.99528092;0.99324322;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000
254;252;2511;2;2512;0.99767572;0.99761719;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000
255;244;2437;4;2436;1.00000000;1.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;1.00000000
