hash_family;5
hash_number;10
area_number;255
bit_mapping;20
cells_number;1048576
cell_size;1
byte_size;1048576
members;65280
collisions;167023
sparsity;0.53672695
a-priori fpp;0.00045692
fpp;0.00045538
a-priori safeness probability;0.03130724
area;members;expected cells;self-collisions;cells;expected emersion;emersion;a-priori fpp;fpp;a-priori isep;expected ise;isep;a-priori safep
150;256;1979;0;1973;0.77387279;0.77070314;0.00000003;0.00000003;0.00000035;0.00008949;0.00000040;0.99991053
151;256;1984;5;2007;0.77576441;0.78551859;0.00000003;0.00000003;0.00000032;0.00008228;0.00000021;0.99991775
152;256;1988;3;2022;0.77766073;0.79077041;0.00000003;0.00000003;0.00000030;0.00007558;0.00000016;0.99992442
153;256;1993;2;1974;0.77956164;0.77169663;0.00000002;0.00000002;0.00000027;0.00006936;0.00000038;0.99993062
154;256;1998;3;2017;0.78146714;0.78881502;0.00000002;0.00000002;0.00000025;0.00006359;0.00000018;0.99993640
155;256;2003;2;2006;0.78337735;0.78420639;0.00000002;0.00000002;0.00000023;0.00005825;0.00000022;0.99994177
156;256;2008;5;2022;0.78529227;0.79138941;0.00000002;0.00000002;0.00000021;0.00005330;0.00000016;0.99994671
157;256;2013;3;2001;0.78721184;0.78255767;0.00000002;0.00000002;0.00000019;0.00004872;0.00000024;0.99995130
158;256;2018;4;2043;0.78913605;0.79929578;0.00000002;0.00000002;0.00000017;0.00004449;0.00000011;0.99995553
159;256;2023;4;1977;0.79106504;0.77347416;0.00000002;0.00000001;0.00000016;0.00004058;0.00000036;0.99995941
160;256;2028;4;2009;0.79299867;0.78599375;0.00000001;0.00000001;0.00000014;0.00003698;0.00000020;0.99996305
161;256;2033;0;2014;0.79493707;0.78671873;0.00000001;0.00000001;0.00000013;0.00003366;0.00000019;0.99996632
162;256;2038;2;2033;0.79688025;0.79476154;0.00000001;0.00000001;0.00000012;0.00003060;0.00000013;0.99996942
163;256;2043;1;2045;0.79882813;0.79914027;0.00000001;0.00000001;0.00000011;0.00002779;0.00000011;0.99997222
164;256;2047;6;2061;0.80078077;0.80696946;0.00000001;0.00000001;0.00000010;0.00002521;0.00000007;0.99997479
165;256;2053;3;2078;0.80273819;0.81267112;0.00000001;0.00000001;0.00000009;0.00002284;0.00000005;0.99997717
166;256;2058;1;2059;0.80470037;0.80461115;0.00000001;0.00000001;0.00000008;0.00002067;0.00000008;0.99997932
167;256;2063;3;2043;0.80666739;0.79898316;0.00000001;0.00000001;0.00000007;0.00001868;0.00000011;0.99998134
168;256;2068;1;2078;0.80863923;0.81203598;0.00000001;0.00000001;0.00000007;0.00001686;0.00000006;0.99998313
169;256;2073;2;2064;0.81061584;0.80688035;0.00000001;0.00000001;0.00000006;0.00001519;0.00000007;0.99998480
170;256;2078;2;2092;0.81259727;0.81782645;0.00000001;0.00000001;0.00000005;0.00001368;0.00000004;0.99998635
171;256;2083;4;2056;0.81458360;0.80438185;0.00000001;0.00000001;0.00000005;0.00001229;0.00000008;0.99998772
172;256;2088;1;2101;0.81657475;0.82102382;0.00000000;0.00000000;0.00000004;0.00001104;0.00000003;0.99998897
173;256;2093;8;2087;0.81857079;0.81778997;0.00000000;0.00000000;0.00000004;0.00000989;0.00000004;0.99999011
174;256;2098;3;2108;0.82057166;0.82440358;0.00000000;0.00000000;0.00000003;0.00000885;0.00000003;0.99999112
175;256;2103;3;2118;0.82257748;0.82831442;0.00000000;0.00000000;0.00000003;0.00000791;0.00000002;0.99999207
176;256;2108;3;2116;0.82458818;0.82753229;0.00000000;0.00000000;0.00000003;0.00000706;0.00000002;0.99999297
177;256;2114;2;2094;0.82660383;0.81860828;0.00000000;0.00000000;0.00000002;0.00000629;0.00000004;0.99999368
178;256;2119;3;2147;0.82862437;0.83965588;0.00000000;0.00000000;0.00000002;0.00000559;0.00000001;0.99999440
179;256;2124;3;2132;0.83064985;0.83378959;0.00000000;0.00000000;0.00000002;0.00000497;0.00000002;0.99999505
180;256;2129;3;2158;0.83268028;0.84395778;0.00000000;0.00000000;0.00000002;0.00000440;0.00000001;0.99999559
181;256;2134;3;2109;0.83471566;0.82479471;0.00000000;0.00000000;0.00000002;0.00000390;0.00000003;0.99999613
182;256;2139;3;2150;0.83675605;0.84082907;0.00000000;0.00000000;0.00000001;0.00000344;0.00000001;0.99999654
183;256;2145;2;2116;0.83880138;0.82720876;0.00000000;0.00000000;0.00000001;0.00000303;0.00000002;0.99999696
184;256;2150;0;2197;0.84085172;0.85820311;0.00000000;0.00000000;0.00000001;0.00000267;0.00000000;0.99999732
185;256;2155;3;2147;0.84290713;0.83965588;0.00000000;0.00000000;0.00000001;0.00000234;0.00000001;0.99999768
186;256;2160;3;2131;0.84496748;0.83339852;0.00000000;0.00000000;0.00000001;0.00000205;0.00000002;0.99999797
187;256;2166;3;2167;0.84703290;0.84747750;0.00000000;0.00000000;0.00000001;0.00000180;0.00000001;0.99999821
188;256;2171;4;2175;0.84910339;0.85093898;0.00000000;0.00000000;0.00000001;0.00000157;0.00000001;0.99999845
189;256;2176;2;2174;0.85117894;0.84988272;0.00000000;0.00000000;0.00000001;0.00000136;0.00000001;0.99999863
190;256;2182;3;2173;0.85325956;0.84982401;0.00000000;0.00000000;0.00000000;0.00000119;0.00000001;0.99999881
191;256;2187;1;2207;0.85534525;0.86244625;0.00000000;0.00000000;0.00000000;0.00000103;0.00000000;0.99999899
192;256;2192;3;2198;0.85743606;0.85960108;0.00000000;0.00000000;0.00000000;0.00000089;0.00000000;0.99999911
193;256;2198;3;2203;0.85953200;0.86155653;0.00000000;0.00000000;0.00000000;0.00000077;0.00000000;0.99999923
194;256;2203;4;2172;0.86163300;0.84976524;0.00000000;0.00000000;0.00000000;0.00000066;0.00000001;0.99999934
195;256;2208;3;2206;0.86373919;0.86272979;0.00000000;0.00000000;0.00000000;0.00000056;0.00000000;0.99999946
196;256;2214;1;2232;0.86585051;0.87221569;0.00000000;0.00000000;0.00000000;0.00000048;0.00000000;0.99999952
197;256;2219;6;2226;0.86796695;0.87157398;0.00000000;0.00000000;0.00000000;0.00000041;0.00000000;0.99999958
198;256;2225;7;2199;0.87008864;0.86133963;0.00000000;0.00000000;0.00000000;0.00000035;0.00000000;0.99999964
199;256;2230;2;2218;0.87221545;0.86708367;0.00000000;0.00000000;0.00000000;0.00000030;0.00000000;0.99999970
200;256;2236;1;2236;0.87434751;0.87377882;0.00000000;0.00000000;0.00000000;0.00000025;0.00000000;0.99999976
201;256;2241;0;2267;0.87648475;0.88554686;0.00000000;0.00000000;0.00000000;0.00000021;0.00000000;0.99999976
202;256;2247;4;2250;0.87862718;0.88028169;0.00000000;0.00000000;0.00000000;0.00000018;0.00000000;0.99999982
203;256;2252;3;2248;0.88077492;0.87915528;0.00000000;0.00000000;0.00000000;0.00000015;0.00000000;0.99999988
204;256;2258;3;2238;0.88292783;0.87524444;0.00000000;0.00000000;0.00000000;0.00000012;0.00000000;0.99999988
205;256;2263;3;2229;0.88508606;0.87172467;0.00000000;0.00000000;0.00000000;0.00000010;0.00000000;0.99999988
206;256;2269;2;2255;0.88724959;0.88154811;0.00000000;0.00000000;0.00000000;0.00000009;0.00000000;0.99999994
207;256;2274;0;2324;0.88941836;0.90781248;0.00000000;0.00000000;0.00000000;0.00000007;0.00000000;0.99999994
